開講年度,開講学期,曜日,時限,教員,科目名,授業番号,単位数,シラバスURL,科目区分,学部コード
2023,後期,水,3限,亀澤美由紀,文化表象特論,O2722,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O2722.html,,11
2023,前期,金,4限,福田 貴成,文化表象研究,O2723,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O2723.html,,11
2023,前期,金,4限,福田 貴成,文化表象特論,O2724,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O2724.html,,11
2023,後期,金,4限,福田 貴成,文化表象研究,O2725,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O2725.html,,11
2023,後期,金,4限,福田 貴成,文化表象特論,O2726,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O2726.html,,11
2023,前期,他,0限,亀澤美由紀,修士論文指導（表象）,O2727,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O2727.html,,11
2023,前期,他,0限,亀澤美由紀,博士論文指導（表象）,O2728,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O2728.html,,11
2023,後期,他,0限,亀澤美由紀,修士論文指導（表象）,O2729,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O2729.html,,11
2023,後期,他,0限,亀澤美由紀,博士論文指導（表象）,O2730,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O2730.html,,11
2023,前期,金,5限,越智 雄磨,芸術表象研究,O2731,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O2731.html,,11
2023,前期,金,5限,越智 雄磨,芸術表象特論,O2732,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O2732.html,,11
2023,前期,金,金,5限,6限,大杉重男,日本文学研究＜101＞,O3001,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3001.html,,11
2023,前期,金,金,5限,6限,大杉重男,日本文学特論,O3002,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3002.html,,11
2023,後期,金,金,5限,6限,大杉重男,日本文学研究＜102＞,O3003,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3003.html,,11
2023,後期,金,金,5限,6限,大杉重男,日本文学特論,O3004,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3004.html,,11
2023,通年,木,1限,猪股ときわ,日本文学研究＜202＞,O3005,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3005.html,,11
2023,通年,木,1限,猪股ときわ,日本文学特論,O3006,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3006.html,,11
2023,通年,月,月,4限,5限,高桑 枝実子,日本文学研究＜204＞,O3007,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3007.html,,11
2023,通年,月,月,4限,5限,高桑 枝実子,日本文学特論,O3008,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3008.html,,11
2023,前期,水,2限,小島 裕子,日本文化基礎研究,O3011,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3011.html,,11
2023,通年,金,4限,大島 資生,日本語学特論,O3012,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3012.html,,11
2023,後期,水,2限,小島 裕子,日本文化基礎研究,O3013,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3013.html,,11
2023,前期,他,0限,猪股ときわ,博士論文指導（日文）,O3014,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3014.html,,11
2023,前期,火,4限,井上 乃武,日本文化研究＜801＞,O3015,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3015.html,,11
2023,後期,他,0限,猪股ときわ,博士論文指導（日文）,O3016,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3016.html,,11
2023,後期,火,4限,井上 乃武,日本文化研究＜802＞,O3017,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3017.html,,11
2023,前期,月,5限,大杉重男,日本文化研究＜101＞,O3019,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3019.html,,11
2023,後期,月,5限,大杉重男,日本文化研究＜102＞,O3021,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3021.html,,11
2023,通年,火,3限,猪股ときわ,日本文化研究＜202＞,O3023,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3023.html,,11
2023,通年,月,3限,高桑 枝実子,日本文化研究＜204＞,O3025,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3025.html,,11
2023,通年,木,4限,橋本 ゆかり,日本文化研究＜901＞,O3027,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3027.html,,11
2023,前期,月,4限,大島 資生,日本語学研究＜101＞,O3031,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3031.html,,11
2023,後期,月,4限,大島 資生,日本語学研究＜102＞,O3033,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3033.html,,11
2023,通年,金,4限,大島 資生,日本語学研究＜202＞,O3035,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3035.html,,11
2023,通年,金,2限,三井 はるみ,日本語学研究＜901＞,O3037,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3037.html,,11
2023,通年,金,4限,田和 真紀子,日本語学研究＜902＞,O3039,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3039.html,,11
2023,前期,他,0限,猪股ときわ,修士論文指導（日文）,O3041,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3041.html,,11
2023,通年,火,4限,近藤瑞木,日本文化研究＜203＞,O3042,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3042.html,,11
2023,後期,他,0限,猪股ときわ,修士論文指導（日文）,O3043,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3043.html,,11
2023,通年,火,火,2限,3限,近藤瑞木,日本文学研究＜203＞,O3044,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3044.html,,11
2023,通年,火,火,2限,3限,近藤瑞木,日本文学特論,O3045,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3045.html,,11
2023,前期,水,5限,大久保明男,中国文学演習＜101＞,O3301,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3301.html,,11
2023,前期,火,4限,大野 広之,中国文学応用演習,O3302,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3302.html,,11
2023,後期,水,5限,大久保明男,中国文学演習＜102＞,O3303,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3303.html,,11
2023,前期,水,4限,馬場 昭佳,中国文学応用演習,O3304,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3304.html,,11
2023,前期,火,4限,大野 広之,中国文学演習＜103＞,O3305,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3305.html,,11
2023,前期,水,5限,大久保明男,中国文学応用演習,O3306,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3306.html,,11
2023,前期,水,4限,馬場 昭佳,中国文学演習＜801＞,O3307,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3307.html,,11
2023,後期,水,5限,大久保明男,中国文学応用演習,O3308,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3308.html,,11
2023,前期,火,5限,飯田 真紀,中国語学研究＜101＞,O3309,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3309.html,,11
2023,前期,火,5限,飯田 真紀,中国語学特論,O3310,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3310.html,,11
2023,後期,火,5限,飯田 真紀,中国語学研究＜102＞,O3311,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3311.html,,11
2023,後期,火,5限,飯田 真紀,中国語学特論,O3312,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3312.html,,11
2023,後期,火,4限,荒木 典子,中国語学演習＜101＞,O3313,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3313.html,,11
2023,後期,火,4限,荒木 典子,中国語学応用演習,O3314,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3314.html,,11
2023,後期,金,金,4限,5限,佐々木睦,中国文化演習＜103＞,O3315,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3315.html,,11
2023,後期,金,金,4限,5限,佐々木睦,中国文化応用演習,O3316,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3316.html,,11
2023,前期,金,金,4限,5限,佐々木睦,中国文化演習＜104＞,O3317,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3317.html,,11
2023,前期,金,金,4限,5限,佐々木睦,中国文化応用演習,O3318,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3318.html,,11
2023,前期,木,2限,小松原ゆり,アジア文化研究,O3319,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3319.html,,11
2023,前期,木,2限,小松原ゆり,アジア文化特論,O3320,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3320.html,,11
2023,前期,月,5限,佐々木睦,アジア文化研究,O3321,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3321.html,,11
2023,前期,月,5限,佐々木睦,アジア文化特論,O3322,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3322.html,,11
2023,後期,金,金,4限,5限,佐藤 賢,アジア文化演習,O3323,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3323.html,,11
2023,後期,金,金,4限,5限,佐藤 賢,アジア文化応用演習,O3324,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3324.html,,11
2023,後期,金,金,4限,5限,佐藤 賢,アジア文化演習,O3325,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3325.html,,11
2023,後期,金,金,4限,5限,佐藤 賢,アジア文化応用演習,O3326,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3326.html,,11
2023,前期,月,3限,荒木 典子,比較言語文化論演習,O3327,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3327.html,,11
2023,前期,月,3限,荒木 典子,比較言語文化論特論演習,O3328,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3328.html,,11
2023,後期,月,3限,荒木 典子,比較言語文化論演習,O3329,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3329.html,,11
2023,後期,月,3限,荒木 典子,比較言語文化論特論演習,O3330,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3330.html,,11
2023,前期,木,4限,佐藤 賢,修士論文指導（中文）,O3331,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3331.html,,11
2023,前期,木,5限,佐藤 賢,博士論文指導（中文）,O3332,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3332.html,,11
2023,後期,木,4限,佐藤 賢,修士論文指導（中文）,O3333,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3333.html,,11
2023,後期,木,5限,佐藤 賢,博士論文指導（中文）,O3334,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3334.html,,11
2023,後期,水,4限,高山 宏,英語圏文化論研究＜801＞,O3601,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3601.html,,11
2023,前期,月,2限,福島 富士男,英語圏文化論特論,O3602,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3602.html,,11
2023,後期,水,3限,高山 宏,英語圏文化論研究＜802＞,O3603,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3603.html,,11
2023,後期,月,2限,福島 富士男,英語圏文化論特論,O3604,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3604.html,,11
2023,前期,月,2限,福島 富士男,英語圏文化論研究＜803＞,O3605,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3605.html,,11
2023,前期,木,2限,権田 建二,英語圏文化論特論,O3606,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3606.html,,11
2023,後期,月,2限,福島 富士男,英語圏文化論研究＜804＞,O3607,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3607.html,,11
2023,後期,木,2限,権田 建二,英語圏文化論特論,O3608,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3608.html,,11
2023,後期,水,3限,高山 宏,英語圏文化論特論,O3610,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3610.html,,11
2023,後期,水,4限,高山 宏,英語圏文化論特論,O3612,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3612.html,,11
2023,前期,木,2限,権田 建二,英語圏文化論研究＜807＞,O3613,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3613.html,,11
2023,後期,木,2限,権田 建二,英語圏文化論研究＜808＞,O3615,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3615.html,,11
2023,集中,他,0限,笹川 渉,英語圏文化論研究＜809＞,O3617,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3617.html,,11
2023,集中,他,0限,笹川 渉,英語圏文化論特論,O3618,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3618.html,,11
2023,集中,他,0限,和気 一成,英語圏文化論研究＜810＞,O3619,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3619.html,,11
2023,集中,他,0限,和気 一成,英語圏文化論特論,O3620,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3620.html,,11
2023,通年,木,3限,安井マイケル,英語圏文化論研究＜202＞,O3621,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3621.html,,11
2023,通年,木,3限,安井マイケル,英語圏文化論特論,O3622,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3622.html,,11
2023,通年,木,4限,井出 光,英語圏文化論研究＜901＞,O3623,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3623.html,,11
2023,通年,木,4限,井出 光,英語圏文化論特論,O3624,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3624.html,,11
2023,前期,火,4限,生駒 久美,英語圏文学論研究＜101＞,O3625,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3625.html,,11
2023,前期,月,3限,渡部 桃子,英語圏文学論特論,O3626,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3626.html,,11
2023,後期,火,4限,生駒 久美,英語圏文学論研究＜102＞,O3627,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3627.html,,11
2023,後期,月,3限,渡部 桃子,英語圏文学論特論,O3628,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3628.html,,11
2023,前期,金,4限,越 朋彦,英語圏文学論研究＜103＞,O3629,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3629.html,,11
2023,前期,水,3限,折島 正司,英語圏文学論特論,O3630,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3630.html,,11
2023,後期,金,4限,越 朋彦,英語圏文学論研究＜104＞,O3631,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3631.html,,11
2023,後期,水,3限,折島 正司,英語圏文学論特論,O3632,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3632.html,,11
2023,前期,月,3限,渡部 桃子,英語圏文学論研究＜801＞,O3633,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3633.html,,11
2023,前期,火,4限,生駒 久美,英語圏文学論特論,O3634,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3634.html,,11
2023,後期,月,3限,渡部 桃子,英語圏文学論研究＜802＞,O3635,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3635.html,,11
2023,後期,火,4限,生駒 久美,英語圏文学論特論,O3636,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3636.html,,11
2023,前期,水,3限,折島 正司,英語圏文学論研究＜803＞,O3637,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3637.html,,11
2023,前期,金,4限,越 朋彦,英語圏文学論特論,O3638,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3638.html,,11
2023,後期,水,3限,折島 正司,英語圏文学論研究＜804＞,O3639,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3639.html,,11
2023,後期,金,4限,越 朋彦,英語圏文学論特論,O3640,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3640.html,,11
2023,集中,他,0限,巽 孝之,英語圏文学論研究＜805＞,O3641,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3641.html,,11
2023,集中,他,0限,巽 孝之,英語圏文学論特論,O3642,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3642.html,,11
2023,通年,木,2限,中村英男,英語圏文学論研究＜201＞,O3645,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3645.html,,11
2023,通年,木,2限,中村英男,英語圏文学論特論,O3646,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3646.html,,11
2023,前期,他,0限,吉田 朋正,修士論文指導（英文）,O3647,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3647.html,,11
2023,前期,他,0限,吉田 朋正,博士論文指導（英文）,O3648,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3648.html,,11
2023,後期,他,0限,吉田 朋正,修士論文指導（英文）,O3649,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3649.html,,11
2023,後期,他,0限,吉田 朋正,博士論文指導（英文）,O3650,1,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/9/2023_11_O3650.html,,11
2023,通年,火,2限,高岸冬詩,英語圏文学論研究＜202＞,O3651,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3651.html,,11
2023,通年,火,2限,高岸冬詩,英語圏文学論特論,O3652,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3652.html,,11
2023,前期,火,2限,保阪 靖人,ドイツ語学ドイツ文学研究,O3901,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3901.html,,11
2023,前期,火,2限,保阪 靖人,ドイツ語学ドイツ文学特論,O3902,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3902.html,,11
2023,後期,火,2限,保阪 靖人,ドイツ語学ドイツ文学研究,O3903,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3903.html,,11
2023,後期,火,2限,保阪 靖人,ドイツ語学ドイツ文学特論,O3904,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/2/2023_11_O3904.html,,11
2023,前期,水,1限,園田みどり,ドイツ語学ドイツ文学研究,O3905,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3905.html,,11
2023,前期,水,1限,園田みどり,ドイツ語学ドイツ文学特論,O3906,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3906.html,,11
2023,後期,水,1限,園田みどり,ドイツ語学ドイツ文学研究,O3907,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3907.html,,11
2023,後期,水,1限,園田みどり,ドイツ語学ドイツ文学特論,O3908,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3908.html,,11
2023,前期,木,4限,瀬尾 育生,ドイツ語学ドイツ文学研究,O3909,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3909.html,,11
2023,前期,木,4限,瀬尾 育生,ドイツ語学ドイツ文学特論,O3910,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3910.html,,11
2023,後期,木,4限,瀬尾 育生,ドイツ語学ドイツ文学研究,O3911,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3911.html,,11
2023,後期,木,4限,瀬尾 育生,ドイツ語学ドイツ文学特論,O3912,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3912.html,,11
2023,前期,木,2限,福岡 麻子,ドイツ語学ドイツ文学研究,O3913,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3913.html,,11
2023,前期,木,2限,福岡 麻子,ドイツ語学ドイツ文学特論,O3914,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3914.html,,11
2023,後期,木,2限,福岡 麻子,ドイツ語学ドイツ文学研究,O3915,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3915.html,,11
2023,後期,木,2限,福岡 麻子,ドイツ語学ドイツ文学特論,O3916,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/4/2023_11_O3916.html,,11
2023,前期,金,4限,金 志成,ドイツ語学ドイツ文学研究,O3917,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3917.html,,11
2023,前期,金,4限,金 志成,ドイツ語学ドイツ文学特論,O3918,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3918.html,,11
2023,後期,金,4限,金 志成,ドイツ語学ドイツ文学研究,O3919,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3919.html,,11
2023,後期,金,4限,金 志成,ドイツ語学ドイツ文学特論,O3920,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/5/2023_11_O3920.html,,11
2023,後期,水,5限,黒田 享,ドイツ語学ドイツ文学研究,O3921,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3921.html,,11
2023,後期,水,5限,黒田 享,ドイツ語学ドイツ文学特論,O3922,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3922.html,,11
2023,前期,月,2限,金 志成,ドイツ語圏文化論研究,O3923,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3923.html,,11
2023,前期,月,2限,金 志成,ドイツ語圏文化論特論,O3924,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3924.html,,11
2023,後期,月,2限,金 志成,ドイツ語圏文化論研究,O3925,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3925.html,,11
2023,後期,月,2限,金 志成,ドイツ語圏文化論特論,O3926,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3926.html,,11
2023,前期,月,3限,園田みどり,ドイツ語圏文化論研究,O3927,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3927.html,,11
2023,前期,月,3限,園田みどり,ドイツ語圏文化論特論,O3928,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3928.html,,11
2023,後期,月,3限,園田みどり,ドイツ語圏文化論研究,O3929,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3929.html,,11
2023,後期,月,3限,園田みどり,ドイツ語圏文化論特論,O3930,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/1/2023_11_O3930.html,,11
2023,前期,水,3限,福岡 麻子,ドイツ語圏文化論研究,O3931,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3931.html,,11
2023,前期,水,3限,福岡 麻子,ドイツ語圏文化論特論,O3932,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3932.html,,11
2023,後期,水,3限,福岡 麻子,ドイツ語圏文化論研究,O3933,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3933.html,,11
2023,後期,水,3限,福岡 麻子,ドイツ語圏文化論特論,O3934,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3934.html,,11
2023,前期,水,5限,黒田 享,ドイツ語圏文化論研究,O3935,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3935.html,,11
2023,前期,水,5限,黒田 享,ドイツ語圏文化論特論,O3936,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/1/3/2023_11_O3936.html,,11
